,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2884,2885,15776047,NICHOLLS,620,France,Female,29,3,0,2,0,1,153392.28,0,0,3,SILVER,475
2888,2889,15658339,PUGLIESI,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0,0,1,PLATINUM,504
2889,2890,15630402,NEBECHUKWU,594,France,Female,31,9,0,1,0,1,5719.11,0,0,5,GOLD,365
2894,2895,15644119,SOCHIMA,531,France,Male,31,3,0,1,1,1,42589.33,0,0,1,DIAMOND,241
2895,2896,15646859,HEYDON,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0,0,5,DIAMOND,801
2896,2897,15606836,LOMBARDO,782,France,Female,33,2,94493.03,1,0,1,101866.39,0,0,3,PLATINUM,324
2900,2901,15668575,HAO,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,1,5,PLATINUM,410
2901,2902,15603246,GENOVESI,498,France,Male,73,2,170241.7,2,1,1,165407.96,0,0,2,GOLD,539
2902,2903,15804002,KOVALEV,691,France,Female,33,1,128306.83,1,1,1,113580.79,0,0,2,PLATINUM,459
2903,2904,15728773,HSIEH,568,France,Female,47,7,0,2,1,1,45978.39,0,0,2,GOLD,845
2904,2905,15598044,DEBELLIS,715,France,Female,35,3,0,1,1,1,152012.36,0,0,4,GOLD,917
2905,2906,15694829,CHIBUEZE,680,Germany,Male,32,7,175454,1,0,1,77349.92,0,0,2,PLATINUM,772
2907,2908,15727311,YEN,539,France,Female,22,0,100885.93,2,1,1,38772.65,0,0,5,GOLD,725
2908,2909,15570769,KIBBLE,494,France,Male,69,9,93320.8,1,1,1,24489.44,0,0,2,SILVER,366
2909,2910,15606274,LORI,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0,0,4,GOLD,890
2912,2913,15628972,NEBEOLISA,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,1,1,SILVER,896
2913,2914,15697686,STEWART,787,France,Female,40,6,0,2,1,1,84151.98,0,0,3,SILVER,598
2917,2918,15621083,DOUGLAS,698,France,Male,57,6,136325.48,2,1,1,72549.27,1,1,2,DIAMOND,687
2920,2921,15714658,YATES,696,France,Female,33,4,0,2,1,1,73371.65,0,0,3,PLATINUM,348
2921,2922,15599081,WATT,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0,0,1,GOLD,633
2923,2924,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0,0,2,GOLD,710
2925,2926,15633531,LAVROV,717,France,Female,76,9,138489.66,1,1,1,68400.14,0,0,2,GOLD,860
2926,2927,15744529,CHIEKWUGO,510,France,Male,63,8,0,2,1,1,115291.86,0,0,2,SILVER,960
2927,2928,15669656,MACDONALD,632,France,Male,32,6,111589.33,1,1,1,170382.99,0,0,4,DIAMOND,782
2929,2930,15729054,KOROVINA,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,0,5,DIAMOND,520
2934,2935,15690188,MACLEAN,631,France,Male,33,7,0,1,1,1,58043.02,1,1,2,SILVER,715
2936,2937,15671766,ENYINNAYA,599,France,Male,44,10,118577.24,1,1,1,31448.52,0,0,2,SILVER,785
2938,2939,15764419,LANGDON,730,France,Male,27,5,0,2,1,1,116081.93,0,0,3,GOLD,480
2939,2940,15591915,FROLOV,533,France,Female,39,2,0,1,0,1,73669.94,1,1,2,GOLD,285
2940,2941,15772798,CHIKEZIE,711,Spain,Female,28,5,0,2,1,1,93959.96,0,0,3,DIAMOND,979
2941,2942,15792008,ZETTICCI,555,Spain,Female,26,9,0,2,0,1,158918.03,0,0,3,SILVER,554
2942,2943,15715541,YANG,850,France,Female,42,9,113311.11,1,1,1,198193.75,0,0,1,SILVER,988
2946,2947,15727696,ZUBAREVA,592,France,Male,42,1,147249.29,2,1,1,63023.02,0,0,2,GOLD,638
2947,2948,15793813,ONOCHIE,774,France,Male,36,7,103688.19,1,0,1,118971.74,0,0,1,SILVER,275
2949,2950,15764195,NEWSOM,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0,0,2,PLATINUM,377
2950,2951,15744919,GENOVESE,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0,0,4,DIAMOND,763
2951,2952,15671655,THORPE,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,1,4,DIAMOND,647
2953,2954,15649136,WILLIAMSON,650,France,Female,43,6,0,2,1,1,16301.91,0,0,1,GOLD,489
2955,2956,15807481,PENG,577,France,Female,46,1,0,1,1,1,158750.53,0,0,4,SILVER,800
2957,2958,15789109,WATSON,686,France,Female,41,10,0,1,1,1,144272.71,1,1,5,GOLD,875
2958,2959,15814004,FYODOROVA,589,France,Male,29,2,0,2,0,1,98320.27,0,0,5,DIAMOND,885
2961,2962,15583681,LAYH,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0,0,3,GOLD,468
2962,2963,15605000,JOHN,550,France,Male,38,9,140278.99,3,1,1,171457.06,1,1,5,GOLD,230
2963,2964,15718071,TUAN,655,France,Female,51,3,0,2,0,1,15801.02,0,0,1,SILVER,629
2968,2969,15756932,CALDWELL,696,Spain,Female,36,7,0,2,1,1,82298.59,0,0,3,PLATINUM,291
2970,2971,15595228,WANLISS,815,France,Male,45,7,0,1,0,1,52885.23,1,1,5,SILVER,666
2973,2974,15651983,FANG,591,France,Female,56,9,128882.49,1,1,1,196241.94,1,1,2,DIAMOND,658
2974,2975,15746737,EAMES,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558
2975,2976,15774179,SUTHERLAND,487,France,Male,37,6,0,2,1,1,126477.41,0,0,2,SILVER,701
2976,2977,15667265,CAVENAGH,729,France,Male,39,4,121404.64,1,1,1,159618.17,0,0,3,GOLD,797
2978,2979,15595917,MACKAY,580,France,Female,35,1,102097.33,1,0,1,168285.85,0,0,4,DIAMOND,778
2979,2980,15668385,DELLUCCI,642,France,Male,40,1,154863.15,1,1,1,138052.51,0,0,4,SILVER,716
2983,2984,15663939,ARNOTT,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0,0,4,DIAMOND,249
2984,2985,15694946,HANSON,663,France,Male,35,9,0,2,1,1,195580.28,0,0,2,DIAMOND,569
2992,2993,15786993,LUNG,810,France,Female,51,5,0,2,0,1,184524.74,0,0,1,DIAMOND,527
2993,2994,15709441,COCCI,745,Spain,Female,59,8,0,1,1,1,36124.98,0,0,2,DIAMOND,949
2994,2995,15710257,MATVEYEVA,625,France,Female,39,3,130786.92,1,0,1,121316.07,0,0,2,DIAMOND,650
2997,2998,15756820,FLEMING,655,France,Female,26,7,106198.5,1,0,1,32020.42,0,0,3,DIAMOND,961
2999,3000,15593014,EVSEYEV,525,France,Male,33,1,112833.35,1,0,1,175178.56,0,0,3,PLATINUM,590
3000,3001,15584545,AKSENOV,532,France,Female,40,5,0,2,0,1,177099.71,0,0,4,DIAMOND,712
3001,3002,15675949,FLEMING,696,Spain,Female,43,4,0,2,1,1,66406.37,0,0,4,DIAMOND,678
3003,3004,15801658,SUMMERS,580,France,Male,55,6,104305.74,1,0,1,175750.21,0,0,5,GOLD,432
3004,3005,15706185,CLEMENTS,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,0,1,PLATINUM,281
3007,3008,15697997,JAMIESON,602,France,Male,33,5,164704.38,1,0,1,180716.1,1,1,1,SILVER,342
3008,3009,15665416,FERRI,779,France,Male,62,10,119096.55,1,0,1,116977.89,0,0,1,GOLD,644
3009,3010,15660200,MAI,551,France,Male,31,1,0,2,1,1,185105.44,0,0,4,SILVER,275
3016,3017,15642725,MADISON,797,France,Male,32,10,114084.6,1,0,1,125782.29,0,0,1,SILVER,543
3019,3020,15741049,COLEBATCH,577,France,Male,29,7,0,2,1,1,55473.15,0,0,5,GOLD,488
3021,3022,15574305,T'ANG,680,France,Male,36,3,116275.12,1,1,1,63795.8,0,0,4,GOLD,883
3022,3023,15678168,GIBSON,648,Spain,Female,27,7,0,2,1,1,163060.43,0,0,3,DIAMOND,983
3024,3025,15610801,PAN,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0,0,3,DIAMOND,946
3025,3026,15745232,CHIKELU,759,France,Female,39,6,0,2,1,1,140497.67,0,0,4,SILVER,500
3028,3029,15675185,CHUANG,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,0,3,SILVER,980
3031,3032,15638963,GARRAN,678,France,Female,22,4,174852.89,1,1,1,28149.06,0,0,3,PLATINUM,333
3033,3034,15578006,YAO,787,France,Female,85,10,0,2,1,1,116537.96,0,0,2,GOLD,542
3034,3035,15668504,LUCCHESI,770,France,Male,36,2,89800.14,1,1,1,105922.69,0,0,1,SILVER,676
3037,3038,15741094,SAGESE,693,France,Male,21,1,0,2,1,1,3494.02,0,0,3,PLATINUM,931
3039,3040,15666141,BALDWIN,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,0,5,DIAMOND,596
3041,3042,15783029,MONALDO,671,France,Male,34,7,106603.74,2,1,1,26387.71,0,0,4,GOLD,303
3044,3045,15750839,BURNS,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0,0,4,PLATINUM,595
3045,3046,15749130,DYER,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0,0,5,PLATINUM,281
3046,3047,15779862,LYONS,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,1,3,SILVER,879
3047,3048,15767871,H?,784,Spain,Male,48,7,0,2,1,1,182609.97,0,0,1,DIAMOND,354
3049,3050,15576219,CAMERON,615,France,Male,32,4,0,2,1,1,6225.63,0,0,4,GOLD,294
3050,3051,15699247,CHAPMAN,791,France,Female,44,5,0,2,1,1,123977.86,1,1,2,PLATINUM,430
3051,3052,15619087,TAYLOR,762,France,Male,53,1,102520.37,1,1,1,170195.4,0,0,2,SILVER,876
3052,3053,15605327,NAMATJIRA,607,France,Male,35,2,0,2,1,1,114190.3,0,0,3,SILVER,680
3054,3055,15791174,LEIBIUS,540,Spain,Male,67,1,88382.01,1,0,1,59457,0,0,4,GOLD,409
3056,3057,15762605,WALL,685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0,3,GOLD,673
3058,3059,15744279,PATTERSON,680,Spain,Female,58,8,0,2,1,1,65708.5,0,0,5,GOLD,743
3060,3061,15599533,TSAO,569,France,Female,43,7,0,2,1,1,77703.19,0,0,2,SILVER,271
3061,3062,15757837,KAO,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,0,1,SILVER,882
3062,3063,15697574,STEWART,582,France,Female,40,9,0,3,1,1,60954.45,0,0,2,SILVER,645
3063,3064,15578738,TUAN,609,France,Male,32,7,71872.19,1,1,1,151924.9,0,0,2,SILVER,484
3065,3066,15614827,SUN,503,France,Male,42,8,104430.08,1,1,1,147557.71,0,0,5,GOLD,759
3068,3069,15587013,TIEN,653,France,Female,31,7,102575.04,1,1,1,11043.54,0,0,5,GOLD,283
3069,3070,15570932,PIROZZI,666,France,Male,43,7,137780.74,2,1,1,119100.05,1,1,3,SILVER,817
3071,3072,15581654,LONG,798,France,Male,32,7,0,2,0,1,37731.95,0,0,4,GOLD,856
3073,3074,15614420,GERASIMOVA,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,0,3,GOLD,584
3075,3076,15594577,DE LUCA,556,France,Male,35,10,0,2,1,1,192751.18,0,0,4,GOLD,570
3076,3077,15584114,OGBONNAYA,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0,0,1,GOLD,274
3078,3079,15685576,DEGTYARYOV,527,Spain,Female,36,6,0,2,1,1,102280.29,0,0,5,DIAMOND,823
3086,3087,15674206,WALKER,716,France,Female,22,8,0,2,1,1,92606.98,0,0,2,SILVER,655
3087,3088,15715160,KHAN,439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,3,DIAMOND,877
3088,3089,15730448,IROAWUCHI,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,0,2,GOLD,933
3090,3091,15779581,BOTTRILL,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1,1,1,PLATINUM,263
3091,3092,15662901,HU,656,France,Male,37,2,0,2,0,1,67840.81,0,0,2,SILVER,436
3093,3094,15667742,VINCENT,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,0,4,GOLD,395
3098,3099,15628523,CHIEN,539,France,Female,24,3,0,2,1,1,198161.07,0,0,4,PLATINUM,449
3099,3100,15708196,UCHENNA,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0,1,PLATINUM,628
3100,3101,15735549,LORI,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0,0,1,GOLD,275
3105,3106,15794566,KIRSOVA,678,France,Female,28,4,0,2,1,1,144423.17,1,1,5,PLATINUM,772
3106,3107,15800890,T'IEN,554,France,Female,45,6,0,2,1,1,181204.5,0,0,3,DIAMOND,802
3107,3108,15697424,KU,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,1,4,SILVER,851
3108,3109,15724536,CHIN,560,Spain,Female,28,1,0,2,1,1,120880.72,0,0,3,SILVER,451
3110,3111,15707596,CHUNG,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1,1,PLATINUM,562
3113,3114,15779529,GRANT,620,France,Male,32,7,0,2,1,1,34665.79,0,0,3,PLATINUM,479
3114,3115,15636023,O'DONNELL,619,France,Female,40,10,0,1,1,1,147093.84,1,1,3,DIAMOND,298
3115,3116,15582066,MACLEAN,561,France,Male,21,4,0,1,1,1,36942.35,0,0,3,DIAMOND,699
3116,3117,15666675,HSIEH,753,France,Female,39,7,155062.8,1,1,1,16460.77,0,0,3,GOLD,674
3125,3126,15685346,CHU,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0,0,4,PLATINUM,253
3128,3129,15794253,MARSH,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,0,2,PLATINUM,424
3129,3130,15694453,WALKER,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0,0,1,SILVER,404
3131,3132,15614187,POTTINGER,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0,0,1,PLATINUM,693
3132,3133,15619407,BUCKLEY,615,France,Male,39,4,133707.09,1,1,1,108152.75,0,0,5,PLATINUM,358
3135,3136,15753874,KENT,694,France,Male,37,10,143835.47,1,0,1,33326.71,0,0,1,PLATINUM,992
3136,3137,15617877,JESSOP,607,France,Male,44,0,0,2,1,1,81140.09,0,0,4,DIAMOND,430
3138,3139,15701537,IGNATIEV,756,France,Male,60,2,0,1,1,1,166513.49,1,1,3,DIAMOND,858
3139,3140,15736228,CHAMBERS,645,France,Female,40,3,129596.77,1,1,1,103232.6,0,0,4,SILVER,897
3142,3143,15586996,AZIKIWE,697,France,Female,76,7,0,2,0,1,188772.45,0,0,3,DIAMOND,733
3144,3145,15638003,KOMAROVA,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0,0,4,PLATINUM,564
3146,3147,15730688,YU,548,France,Female,28,8,116755.5,2,1,1,158585.17,1,1,1,GOLD,519
3148,3149,15810075,FANG,648,France,Female,39,6,130694.89,2,1,1,153955.38,1,1,2,DIAMOND,912
3150,3151,15795298,OLISAEMEKA,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0,0,3,SILVER,940
3153,3154,15750056,HYDE,702,France,Female,29,6,149218.39,1,1,1,9633.01,0,0,3,DIAMOND,739
3154,3155,15609637,NKEMAKOLAM,652,France,Male,51,7,0,2,0,1,43496.36,0,0,5,PLATINUM,749
3155,3156,15794493,CHIMAIJEM,641,Spain,Male,32,7,0,2,1,1,24267.28,0,0,4,GOLD,652
3160,3161,15672821,OWEN,591,France,Male,28,5,0,2,1,1,48606.92,0,0,4,SILVER,916
3161,3162,15767681,SMALLEY,470,Spain,Male,34,9,0,2,0,1,89013.67,0,0,4,DIAMOND,568
3162,3163,15600379,HSIUNG,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0,0,1,SILVER,252
3163,3164,15801336,CH'ANG,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,1,1,DIAMOND,381
3166,3167,15746203,HSIA,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1,1,2,GOLD,697
3167,3168,15583137,POPE,637,France,Female,48,7,130806.99,2,1,1,132005.85,1,1,1,PLATINUM,358
3168,3169,15680752,HORROCKS,675,France,Female,49,0,0,1,1,1,80496.71,1,1,4,SILVER,448
3171,3172,15589449,FRYE,815,France,Female,56,3,0,3,1,1,94248.16,1,1,3,GOLD,688
3174,3175,15734312,KANG,577,Spain,Male,43,6,0,2,1,1,149457.81,0,0,3,DIAMOND,446
3177,3178,15759684,TING,528,France,Female,27,7,176227.07,2,0,1,139481.53,0,0,1,GOLD,875
3178,3179,15609669,CHUANG,542,France,Female,39,4,109949.39,2,1,1,41268.65,0,0,4,SILVER,339
3179,3180,15685536,CHU,552,France,Female,34,5,0,2,1,1,1351.41,0,0,3,SILVER,712
3182,3183,15638646,LUCCHESE,669,France,Female,43,1,160474.59,1,1,1,95963.14,0,0,3,DIAMOND,946
3184,3185,15631070,GERASIMOVA,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1,1,3,SILVER,887
3185,3186,15761950,WORONOFF,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,1,3,PLATINUM,510
3186,3187,15649668,WILHELM,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,0,1,DIAMOND,407
3187,3188,15713912,NEBECHUKWU,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,5,GOLD,229
3188,3189,15586757,ANENECHUKWU,801,France,Female,32,4,75170.54,1,1,1,37898.5,0,0,1,SILVER,451
3190,3191,15625395,CHINOMSO,585,France,Female,28,6,105795.9,1,1,1,41219.09,0,0,2,PLATINUM,446
3192,3193,15566689,CHIMAOKE,554,Spain,Male,66,8,0,2,1,1,116747.62,0,0,1,PLATINUM,259
3199,3200,15678201,ROBERTSON,548,France,Female,46,1,0,1,1,1,104469.06,1,1,4,SILVER,842
3200,3201,15720745,MURRAY,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0,0,4,SILVER,907
3203,3204,15787550,CHAO,719,France,Male,69,3,0,2,1,1,58320.06,0,0,4,SILVER,489
3204,3205,15603942,HAWTHORN,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,1,4,DIAMOND,899
3207,3208,15652400,MOSS,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,0,2,PLATINUM,321
3209,3210,15622585,MCINTYRE,525,France,Male,26,7,153644.39,1,1,1,63197.88,0,0,1,SILVER,988
3210,3211,15733964,RUSSO,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,0,5,DIAMOND,582
3212,3213,15747097,HS?,611,France,Male,35,10,0,1,1,1,23598.23,1,1,5,SILVER,927
3213,3214,15594762,PISANI,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,0,4,DIAMOND,511
3216,3217,15742204,HSU,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,0,4,SILVER,664
3217,3218,15623502,MORRISON,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0,0,5,DIAMOND,850
3219,3220,15611191,SCOTT,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0,0,5,DIAMOND,254
3221,3222,15619465,CAMERON,555,Spain,Female,24,2,0,2,0,1,197866.55,0,0,4,GOLD,347
3226,3227,15796351,YAO,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0,0,5,SILVER,701
3228,3229,15693264,ONYINYECHUKWUKA,583,France,Female,29,10,0,2,1,1,111285.85,0,0,4,SILVER,574
3230,3231,15769902,CHRISTIE,679,France,Female,33,6,0,2,1,1,98015.85,0,0,5,PLATINUM,521
3232,3233,15814553,BALL,559,France,Female,34,5,68999.66,2,1,1,66879.27,0,0,2,PLATINUM,840
3233,3234,15601550,GENOVESI,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0,0,5,DIAMOND,301
3235,3236,15612465,SICILIANO,684,Spain,Male,34,9,100628,2,1,1,190263.78,0,0,2,PLATINUM,451
3236,3237,15810800,OSITADIMMA,673,Spain,Female,32,0,0,1,1,1,72873.33,0,0,4,GOLD,726
3237,3238,15665760,KAZANTSEV,802,Spain,Male,38,7,0,2,0,1,57764.65,0,0,5,GOLD,476
3241,3242,15629739,HARTLEY,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0,0,5,DIAMOND,467
3243,3244,15716781,DOLGORUKOVA,815,France,Male,24,7,171922.72,1,0,1,178028.96,0,0,2,DIAMOND,458
3244,3245,15646936,NNAMDI,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0,0,1,GOLD,378
3245,3246,15768151,ROMANO,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1,1,2,DIAMOND,764
3249,3250,15591279,NWAGUGHEUZO,734,France,Male,37,3,80387.81,1,0,1,77272.62,0,0,5,SILVER,350
3250,3251,15587419,SHIPTON,611,France,Male,58,8,0,2,0,1,107665.68,1,1,5,PLATINUM,294
3253,3254,15606472,LUNG,585,France,Female,38,5,0,1,1,1,87363.56,0,0,1,GOLD,822
3257,3258,15709183,DAVIDSON,707,France,Female,58,3,102346.86,1,1,1,114672.64,0,0,5,PLATINUM,887
3258,3259,15577514,MAI,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0,0,3,DIAMOND,233
3261,3262,15768293,SUN,614,France,Male,51,3,0,2,1,1,5552.37,0,0,4,GOLD,705
3266,3267,15779744,CHOU,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0,0,4,SILVER,498
3272,3273,15793890,HARRIMAN,728,France,Female,59,4,0,1,1,1,163365.85,1,1,5,GOLD,296
3274,3275,15596984,PINTO,629,France,Female,31,6,0,1,1,1,16447.6,1,1,3,PLATINUM,427
3275,3276,15800215,KWEMTOCHUKWU,658,France,Male,25,3,0,2,0,1,173948.4,0,0,4,GOLD,399
3276,3277,15577806,CHIU,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0,0,4,GOLD,322
3280,3281,15715622,TO ROT,583,France,Female,57,3,238387.56,1,0,1,147964.99,1,1,5,GOLD,552
3281,3282,15707634,ANENECHUKWU,775,France,Female,32,2,108698.96,2,1,1,161069.73,0,0,4,PLATINUM,236
3282,3283,15806901,HENDERSON,584,France,Female,39,2,112687.69,1,1,1,127749.61,0,0,4,PLATINUM,857
3284,3285,15724150,NKEMDIRIM,814,France,Male,48,9,136596.85,1,1,1,185791.9,0,0,3,GOLD,935
3286,3287,15672330,LEAR,678,France,Female,31,1,0,2,0,1,130446.65,0,0,2,GOLD,246
3287,3288,15668521,JAMIESON,693,France,Male,37,1,0,2,1,1,82867.55,0,0,1,DIAMOND,502
3288,3289,15807837,MAZZANTI,640,France,Female,30,6,107499.7,1,1,1,187632.22,0,0,5,DIAMOND,663
3291,3292,15635893,T'IEN,693,France,Female,28,8,0,2,1,1,158545.25,0,0,1,PLATINUM,846
3293,3294,15691863,CODY,751,France,Female,39,3,0,2,1,1,84175.34,0,0,4,DIAMOND,254
3294,3295,15706071,HUNT,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1,1,4,PLATINUM,654
3299,3300,15724527,FORBES,825,France,Male,34,9,0,2,1,1,31933.06,0,0,3,SILVER,941
3301,3302,15658195,EFREMOVA,653,France,Male,34,5,118838.75,1,1,1,52820.13,0,0,2,GOLD,360
3302,3303,15630113,MORPHETT,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0,0,1,GOLD,391
3303,3304,15784320,LENHARDT,632,France,Female,44,3,133793.89,1,1,1,34607.14,1,1,1,SILVER,621
3305,3306,15574072,CH'IEN,786,France,Female,62,8,0,1,1,1,165702.64,0,0,2,SILVER,765
3307,3308,15618566,JAMIESON,572,France,Female,38,7,0,2,1,1,133122.62,0,0,1,PLATINUM,739
3308,3309,15733014,NOLAN,813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,4,SILVER,691
3309,3310,15753343,BARRY,523,France,Female,28,2,121164.11,1,1,1,59938.81,0,0,3,GOLD,496
3311,3312,15608226,MCMORRAN,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0,0,5,DIAMOND,842
3313,3314,15638988,FU,684,France,Male,54,6,0,2,1,1,94888.6,0,0,3,SILVER,335
3314,3315,15628767,HOTCHIN,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,1,2,GOLD,961
3315,3316,15737977,AKSYONOV,527,France,Female,25,6,0,2,0,1,96758.58,0,0,3,SILVER,430
3317,3318,15575119,HUGHES,779,France,Male,71,3,0,2,1,1,146895.36,1,1,1,PLATINUM,858
3318,3319,15625126,DUNCAN,629,France,Female,40,6,0,2,1,1,139356.3,0,0,4,SILVER,327
3320,3321,15672242,AKSENOV,712,France,Male,24,2,0,1,0,1,121232.51,0,0,5,GOLD,264
3321,3322,15681327,AKHTAR,682,France,Male,30,9,0,2,1,1,2053.42,0,0,5,SILVER,456
3322,3323,15802585,PISANI,634,France,Female,41,8,68213.99,1,1,1,6382.46,0,0,3,SILVER,911
3324,3325,15815420,MCDANIELS,808,Spain,Male,47,8,139196,1,0,1,74028.36,0,0,2,SILVER,801
3325,3326,15711468,TENNANT,527,France,Female,32,7,0,2,1,1,44099.75,0,0,3,GOLD,718
3326,3327,15799626,DONAGHY,637,Germany,Male,50,4,126345.55,1,0,1,17323,1,1,3,PLATINUM,683
3327,3328,15659325,TODD,802,Spain,Male,40,5,0,2,1,1,175043.69,0,0,4,GOLD,332
3330,3331,15657439,CHAO,738,France,Male,18,4,0,2,1,1,47799.15,0,0,5,PLATINUM,739
3338,3339,15739223,PAI,688,Spain,Female,24,3,0,2,1,1,102195.16,0,0,5,DIAMOND,739
3340,3341,15809263,Y?,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0,0,4,PLATINUM,790
3341,3342,15640866,PENG,718,France,Female,29,3,0,1,0,1,134462.29,0,0,4,PLATINUM,253
3342,3343,15775663,OTITODILICHUKWU,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0,0,2,DIAMOND,856
3346,3347,15726747,DONALDSON,714,France,Male,63,4,138082.16,1,0,1,166677.54,0,0,1,GOLD,945
3350,3351,15685628,CALABRESI,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0,0,4,DIAMOND,301
3352,3353,15767414,CALABRESI,591,France,Male,40,2,99886.42,2,1,1,88695.19,0,0,2,GOLD,675
3353,3354,15568044,BUTUSOV,508,France,Female,31,7,0,2,1,1,6123.15,0,0,4,GOLD,573
3354,3355,15751333,ATKINSON,695,France,Female,36,2,0,2,0,1,167749.54,0,0,3,SILVER,463
3355,3356,15623062,VASILYEVA,660,Germany,Male,24,5,85089.3,1,1,1,71638,0,0,3,PLATINUM,809
3356,3357,15713621,MOLLISON,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0,0,4,DIAMOND,402
3357,3358,15670668,WEBB,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0,0,4,PLATINUM,298
3359,3360,15747878,AIKEN,739,Spain,Male,60,4,0,1,1,1,51637.67,0,0,1,DIAMOND,457
3360,3361,15726796,BRABYN,844,France,Male,38,7,111501.66,1,1,1,119333.38,0,0,5,SILVER,962
3365,3366,15764431,CHINWENMA,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1,1,1,PLATINUM,586
3366,3367,15684010,TUAN,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0,0,1,PLATINUM,947
3367,3368,15648881,TSAI,581,Germany,Male,40,0,101016.53,1,0,1,7926.35,1,1,3,SILVER,783
3368,3369,15733303,LIU,630,France,Male,67,5,0,2,1,1,27330.27,0,0,3,SILVER,556
3369,3370,15643294,ROBINSON,703,France,Female,33,8,190566.65,1,1,1,79997.14,0,0,3,PLATINUM,708
